sentiment,text,char_count,word_count,label
neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",187,33,1
positive,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",59,13,2
positive,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,139,25,2
positive,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,108,24,2
neutral,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,156,30,1
neutral,UPM 's aim is to secure Botnia 's strategic development and investments .,73,13,1
positive,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",231,41,2
neutral,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",270,41,1
neutral,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",120,23,1
positive,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",138,23,2
positive,The new technology improves the glass quality and consistency while increasing throughput .,91,13,2
neutral,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",60,12,1
positive,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",128,24,2
positive,The long-term contract is global .,34,6,2
neutral,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,146,26,1
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",113,18,1
neutral,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",172,27,1
neutral,"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",236,40,1
positive,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,128,22,2
neutral,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",75,12,1
positive,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",204,36,2
positive,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",254,50,2
neutral,Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .,122,17,1
neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",95,19,1
neutral,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",132,23,1
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,106,21,0
neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",96,17,1
neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",150,23,1
neutral,It will use the proceeds from the transaction to achieve its target .,69,13,1
neutral,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",124,21,1
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",86,20,0
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",139,24,1
negative,The maritime administration said the ships had ignored warnings about the icy conditions .,90,14,0
neutral,The divested stake represented about 2.7 m shares in Okmetic 's capital .,73,13,1
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,87,16,0
negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",158,34,0
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .,67,14,1
positive,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,88,14,2
positive,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",256,37,2
positive,The group will expand the chain to include 45 stores .,54,11,2
positive,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",214,46,2
positive,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,82,15,2
positive,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,99,18,2
neutral,"In addition , the company is considering the start of production in Russia .",76,14,1
neutral,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,148,24,1
negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",87,15,0
neutral,`` The new unit is a major investment in the Finnish media scene .,66,14,1
positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',130,21,2
neutral,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado .",117,19,1
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",202,36,2
neutral,Elcoteq 's revenues in 2007 were approximately EUR 120 million .,64,11,1
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,141,28,2
positive,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",260,45,2
neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",95,16,1
neutral,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",232,46,1
positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,257,57,2
neutral,The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,96,18,1
neutral,The value of the multi-year agreement is over EUR 2mn a year .,62,13,1
positive,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",109,25,2
positive,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",100,19,2
positive,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",253,39,2
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",157,30,2
neutral,"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",113,25,1
positive,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",99,19,2
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",110,23,2
positive,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,111,21,2
positive,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,108,19,2
